Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
INOH5020bi,NA,NODE_12_length_148647_cov_34.031202,142841,143359,+,papE,P fimbrial minor subunit PapE,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,173,173,100,99.42,173,CAA43568.1,P fimbrial minor subunit PapE,NA,NA
INOH5020bi,NA,NODE_12_length_148647_cov_34.031202,143438,143938,+,papF,P fimbrial tip protein PapF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,167,167,100,98.2,167,CAA43569.1,P fimbrial tip protein PapF,NA,NA
INOH5020bi,NA,NODE_12_length_148647_cov_34.031202,143985,144989,+,papG-III,P fimbria tip G-adhesin PapG-III,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,335,335,100,99.4,335,CAA43558.1,P fimbria tip G-adhesin PapG-III,NA,NA
INOH5020bi,NA,NODE_15_length_134135_cov_28.824659,71679,75926,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.21,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH5020bi,NA,NODE_16_length_127616_cov_31.711764,119122,122223,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH5020bi,NA,NODE_18_length_113035_cov_34.817622,82245,82814,-,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH5020bi,NA,NODE_1_length_480362_cov_21.841868,43377,43706,+,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,INTERNAL_STOP,110,110,100,96.36,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH5020bi,NA,NODE_22_length_88460_cov_23.584839,48316,50115,-,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.67,600,AAC69584.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,NA,NA
INOH5020bi,NA,NODE_22_length_88460_cov_23.584839,50105,51904,-,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.83,600,CAA21388.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,NA,NA
INOH5020bi,NA,NODE_26_length_70535_cov_31.289383,45508,46737,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH5020bi,NA,NODE_2_length_381512_cov_26.496551,378447,379802,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH5020bi,NA,NODE_36_length_16906_cov_24.214791,6794,7057,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH5020bi,NA,NODE_42_length_2798_cov_29.862542,143,1000,+,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
INOH5020bi,NA,NODE_43_length_2384_cov_30.217068,191,742,+,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
INOH5020bi,NA,NODE_43_length_2384_cov_30.217068,876,1703,+,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
INOH5020bi,NA,NODE_43_length_2384_cov_30.217068,1844,2284,+,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,10101,10529,-,silE,silver-binding protein SilE,plus,STRESS,METAL,SILVER,SILVER,EXACTX,143,143,100,100,143,AAD11743.1,silver-binding protein SilE,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,10783,12255,-,silS,copper/silver sensor histidine kinase SilS,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,491,491,100,98.37,491,SPD96882.1,copper/silver sensor histidine kinase SilS,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,12251,12928,-,silR,copper/silver response regulator transcription factor SilR,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,226,226,100,97.79,226,SPD96883.1,copper/silver response regulator transcription factor SilR,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,13118,14500,+,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,461,461,100,98.05,461,SPD96884.1,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,14531,14881,+,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,117,117,100,97.44,117,KGL71342.1,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,14998,16287,+,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,430,430,100,96.28,430,AAD11748.1,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,16301,19444,+,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,1048,1048,100,98.66,1048,AAD11749.1,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,20080,22545,+,silP,Ag(+)-translocating P-type ATPase SilP,plus,STRESS,METAL,SILVER,SILVER,BLASTX,822,824,99.64,95.14,823,AAD11750.1,Ag(+)-translocating P-type ATPase SilP,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,24530,26344,+,pcoA,multicopper oxidase PcoA,plus,STRESS,METAL,COPPER,COPPER,BLASTX,605,605,100,99.5,605,CAA58525.1,multicopper oxidase PcoA,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,26353,27240,+,pcoB,copper-binding protein PcoB,plus,STRESS,METAL,COPPER,COPPER,EXACTX,296,296,100,100,296,CAA58526.1,copper-binding protein PcoB,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,27283,27660,+,pcoC,copper resistance system metallochaperone PcoC,plus,STRESS,METAL,COPPER,COPPER,EXACTX,126,126,100,100,126,CAA58527.1,copper resistance system metallochaperone PcoC,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,27668,28594,+,pcoD,copper resistance inner membrane protein PcoD,plus,STRESS,METAL,COPPER,COPPER,EXACTX,309,309,100,100,309,CAA58528.1,copper resistance inner membrane protein PcoD,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,28652,29329,+,pcoR,copper response regulator transcription factor PcoR,plus,STRESS,METAL,COPPER,COPPER,EXACTX,226,226,100,100,226,CAA58529.1,copper response regulator transcription factor PcoR,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,29329,30726,+,pcoS,copper resistance membrane spanning protein PcoS,plus,STRESS,METAL,COPPER,COPPER,BLASTX,466,466,100,99.57,466,CAA58530.1,copper resistance membrane spanning protein PcoS,NA,NA
INOH5020bi,NA,NODE_4_length_234095_cov_33.065783,30947,31378,+,pcoE,copper resistance system metallochaperone PcoE,plus,STRESS,METAL,COPPER,COPPER,BLASTX,144,144,100,92.36,144,CAA58532.1,copper resistance system metallochaperone PcoE,NA,NA
INOH5020bi,NA,NODE_8_length_191567_cov_31.139809,2740,3612,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
INOH5020bi,NA,NODE_8_length_191567_cov_31.139809,61347,63602,-,parC_S80I,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.87,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH5020bi,NA,NODE_8_length_191567_cov_31.139809,72266,74155,-,parE_S458A,Escherichia quinolone resistant ParE,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,630,630,100,99.68,630,WP_033554192.1,DNA topoisomerase IV subunit B ParE,NA,NA
INOH5020bi,NA,NODE_9_length_188616_cov_30.079717,128039,129112,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,358,473,75.69,89.66,358,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH5020ei1,NA,NODE_10_length_162615_cov_32.679502,139446,140576,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.41,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH5020ei1,NA,NODE_11_length_160391_cov_25.699224,145959,148583,-,gyrA_D87N,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5020ei1,NA,NODE_11_length_160391_cov_25.699224,145959,148583,-,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5020ei1,NA,NODE_12_length_148914_cov_30.546645,71679,75926,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.21,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,54895,55983,-,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.45,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,107488,110559,+,hlyA-alpha,RTX toxin hemolysin HlyA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1024,1024,100,96.09,1024,CAQ77251.1,RTX toxin hemolysin HlyA,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,115157,118198,+,cnf1,cytotoxic necrotizing factor CNF1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1014,1014,100,99.9,1014,ABE10324.1,cytotoxic necrotizing factor CNF1,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,137080,137622,+,papA,P fimbria major subunit PapA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,181,185,100,95.68,185,CAA43562.1,P fimbria major subunit PapA,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,137689,138273,+,papH,P fimbrial minor subunit PapH,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,195,195,100,96.92,195,CAA43563.1,P fimbrial minor subunit PapH,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,138335,140842,+,papC,P fimbrial usher protein PapC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,836,836,100,96.31,841,CAA43564.1,P fimbrial usher protein PapC,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,142841,143359,+,papE,P fimbrial minor subunit PapE,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,173,173,100,99.42,173,CAA43568.1,P fimbrial minor subunit PapE,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,143438,143938,+,papF,P fimbrial tip protein PapF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,167,167,100,98.2,167,CAA43569.1,P fimbrial tip protein PapF,NA,NA
INOH5020ei1,NA,NODE_13_length_148647_cov_34.281969,143985,144989,+,papG-III,P fimbria tip G-adhesin PapG-III,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,335,335,100,99.4,335,CAA43558.1,P fimbria tip G-adhesin PapG-III,NA,NA
INOH5020ei1,NA,NODE_16_length_127616_cov_31.372327,119122,122223,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH5020ei1,NA,NODE_18_length_113035_cov_33.839608,82245,82814,-,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH5020ei1,NA,NODE_1_length_480644_cov_22.697573,43659,43988,+,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,INTERNAL_STOP,110,110,100,96.36,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH5020ei1,NA,NODE_23_length_88460_cov_24.518079,36557,38356,+,ybtP,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.83,600,CAA21388.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtP,NA,NA
INOH5020ei1,NA,NODE_23_length_88460_cov_24.518079,38346,40145,+,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.67,600,AAC69584.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,NA,NA
INOH5020ei1,NA,NODE_2_length_405924_cov_27.515436,26319,27674,-,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH5020ei1,NA,NODE_33_length_16906_cov_24.558220,6794,7057,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,EXACTX,88,88,100,100,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH5020ei1,NA,NODE_39_length_2798_cov_29.430530,143,1000,+,aac(3)-IIe,aminoglycoside N-acetyltransferase AAC(3)-IIe,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557452.1,aminoglycoside N-acetyltransferase AAC(3)-IIe,NA,NA
INOH5020ei1,NA,NODE_40_length_2384_cov_32.344858,101,541,-,catB3,type B-3 chloramphenicol O-acetyltransferase CatB3,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,PARTIALX,147,210,70,100,147,WP_000186237.1,type B-3 chloramphenicol O-acetyltransferase CatB3,NA,NA
INOH5020ei1,NA,NODE_40_length_2384_cov_32.344858,682,1509,-,blaOXA-1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,276,276,100,100,276,WP_001334766.1,oxacillin-hydrolyzing class D beta-lactamase OXA-1,NA,NA
INOH5020ei1,NA,NODE_40_length_2384_cov_32.344858,1643,2194,-,aac(6')-Ib-cr5,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,core,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,ALLELEX,184,184,100,100,184,WP_063840321.1,fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5,NA,NA
INOH5020ei1,NA,NODE_4_length_259677_cov_30.695567,23799,25028,-,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,97.8,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH5020ei1,NA,NODE_4_length_259677_cov_30.695567,130566,131639,-,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,358,473,75.69,89.66,358,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,10101,10529,-,silE,silver-binding protein SilE,plus,STRESS,METAL,SILVER,SILVER,EXACTX,143,143,100,100,143,AAD11743.1,silver-binding protein SilE,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,10783,12255,-,silS,copper/silver sensor histidine kinase SilS,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,491,491,100,98.37,491,SPD96882.1,copper/silver sensor histidine kinase SilS,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,12251,12928,-,silR,copper/silver response regulator transcription factor SilR,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,226,226,100,97.79,226,SPD96883.1,copper/silver response regulator transcription factor SilR,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,13118,14500,+,silC,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,461,461,100,98.05,461,SPD96884.1,Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,14531,14881,+,silF,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,117,117,100,97.44,117,KGL71342.1,Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,14998,16287,+,silB,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,430,430,100,96.28,430,AAD11748.1,Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,16301,19444,+,silA,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,plus,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,BLASTX,1048,1048,100,98.66,1048,AAD11749.1,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,20080,22545,+,silP,Ag(+)-translocating P-type ATPase SilP,plus,STRESS,METAL,SILVER,SILVER,BLASTX,822,824,99.64,95.14,823,AAD11750.1,Ag(+)-translocating P-type ATPase SilP,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,24530,26344,+,pcoA,multicopper oxidase PcoA,plus,STRESS,METAL,COPPER,COPPER,BLASTX,605,605,100,99.5,605,CAA58525.1,multicopper oxidase PcoA,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,26353,27240,+,pcoB,copper-binding protein PcoB,plus,STRESS,METAL,COPPER,COPPER,EXACTX,296,296,100,100,296,CAA58526.1,copper-binding protein PcoB,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,27283,27660,+,pcoC,copper resistance system metallochaperone PcoC,plus,STRESS,METAL,COPPER,COPPER,EXACTX,126,126,100,100,126,CAA58527.1,copper resistance system metallochaperone PcoC,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,27668,28594,+,pcoD,copper resistance inner membrane protein PcoD,plus,STRESS,METAL,COPPER,COPPER,EXACTX,309,309,100,100,309,CAA58528.1,copper resistance inner membrane protein PcoD,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,28652,29329,+,pcoR,copper response regulator transcription factor PcoR,plus,STRESS,METAL,COPPER,COPPER,EXACTX,226,226,100,100,226,CAA58529.1,copper response regulator transcription factor PcoR,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,29329,30726,+,pcoS,copper resistance membrane spanning protein PcoS,plus,STRESS,METAL,COPPER,COPPER,BLASTX,466,466,100,99.57,466,CAA58530.1,copper resistance membrane spanning protein PcoS,NA,NA
INOH5020ei1,NA,NODE_5_length_234095_cov_33.112840,30947,31378,+,pcoE,copper resistance system metallochaperone PcoE,plus,STRESS,METAL,COPPER,COPPER,BLASTX,144,144,100,92.36,144,CAA58532.1,copper resistance system metallochaperone PcoE,NA,NA
INOH5020ei1,NA,NODE_9_length_191567_cov_31.218977,2740,3612,-,blaCTX-M-15,extended-spectrum class A beta-lactamase CTX-M-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,291,291,100,100,291,WP_000239590.1,extended-spectrum class A beta-lactamase CTX-M-15,NA,NA
INOH5020ei1,NA,NODE_9_length_191567_cov_31.218977,61347,63602,-,parC_S80I,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.87,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH5020ei1,NA,NODE_9_length_191567_cov_31.218977,72266,74155,-,parE_S458A,Escherichia quinolone resistant ParE,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,630,630,100,99.68,630,WP_033554192.1,DNA topoisomerase IV subunit B ParE,NA,NA
INOH5020ei2,NA,NODE_10_length_162615_cov_32.266571,139446,140576,+,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.41,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH5020ei2,NA,NODE_11_length_148718_cov_30.229399,71679,75926,-,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1416,1416,100,94.21,1416,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,54895,55983,-,pmrB_Y358N,Escherichia colistin resistant PmrB,core,AMR,POINT,COLISTIN,COLISTIN,POINTX,363,363,100,99.45,363,WP_001300761.1,two-component system sensor histidine kinase PmrB,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,107488,110559,+,hlyA-alpha,RTX toxin hemolysin HlyA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1024,1024,100,96.09,1024,CAQ77251.1,RTX toxin hemolysin HlyA,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,115157,118198,+,cnf1,cytotoxic necrotizing factor CNF1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1014,1014,100,99.9,1014,ABE10324.1,cytotoxic necrotizing factor CNF1,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,137080,137622,+,papA,P fimbria major subunit PapA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,181,185,100,95.68,185,CAA43562.1,P fimbria major subunit PapA,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,137689,138273,+,papH,P fimbrial minor subunit PapH,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,195,195,100,96.92,195,CAA43563.1,P fimbrial minor subunit PapH,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,138335,140842,+,papC,P fimbrial usher protein PapC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,836,836,100,96.31,841,CAA43564.1,P fimbrial usher protein PapC,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,142841,143359,+,papE,P fimbrial minor subunit PapE,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,173,173,100,99.42,173,CAA43568.1,P fimbrial minor subunit PapE,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,143438,143938,+,papF,P fimbrial tip protein PapF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,167,167,100,98.2,167,CAA43569.1,P fimbrial tip protein PapF,NA,NA
INOH5020ei2,NA,NODE_12_length_148647_cov_33.431443,143985,144989,+,papG-III,P fimbria tip G-adhesin PapG-III,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,335,335,100,99.4,335,CAA43558.1,P fimbria tip G-adhesin PapG-III,NA,NA
INOH5020ei2,NA,NODE_15_length_127616_cov_32.109852,119122,122223,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.61,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH5020ei2,NA,NODE_17_length_113035_cov_33.874159,30222,30791,+,lpfA-O113,long polar fimbria major subunit LpfA-O113,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,190,190,100,100,190,AAT76975.1,long polar fimbria major subunit LpfA-O113,NA,NA
INOH5020ei2,NA,NODE_1_length_542239_cov_27.161434,378447,379802,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.78,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH5020ei2,NA,NODE_1_length_542239_cov_27.161434,393891,396515,+,gyrA_D87N,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5020ei2,NA,NODE_1_length_542239_cov_27.161434,393891,396515,+,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5020ei2,NA,NODE_22_length_88460_cov_24.677244,48316,50115,-,ybtQ,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,600,600,100,99.67,600,AAC69584.1,yersiniabactin ABC transporter ATP-binding/permease protein YbtQ,NA,NA
